order_id,merchant_id,route_id,processor,created_at,completed_at,order_type,status,amount,currency,amount_usd,customer_id,customer_country,payment_method,decline_reason
5108270,NOVA-FX,KRTX-11,KRTX,2026-05-01 01:33:01,2026-05-01 01:33:49,SALE,APPROVED,5594.0,PHP,,CU-678735,PH,BANK_TRANSFER,
5108271,NOVA-FX,KRTX-03,KRTX,2026-05-01 21:44:13,2026-05-01 21:47:35,SALE,APPROVED,2896.01,PHP,50.71,CU-974776,PH,CARD,
5108272,NOVA-FX,SORVA-22,SORVA,2026-05-01 09:03:12,2026-05-01 09:04:29,SALE,approved,712.26,PHP,12.45,CU-793971,PHL,EWALLET,
5108273,NOVA-FX,,,2026-05-01 01:15:13,2026-05-01 01:16:36,SALE,FILTERED,56004.0,JPY,,CU-977642,JP,CARD,blocked_pre_routing
5108274,NOVA-FX,KRTX-03,KRTX,2026-05-01 04:46:47,2026-05-01 04:49:19,SALE,APPROVED,12269.0,JPY,77.89,CU-548327,JP,CARD,
5108275,NOVA-FX,SORVA-22,SORVA,2026-05-01 22:14:07,2026-05-01 22:14:21,SALE,DECLINED,628.7,PHP,10.96,CU-122935,Philippines,EWALLET,limit_exceeded
5108276,NOVA-FX,KRTX-03,KRTX,2026-05-01 19:37:54,2026-05-01 19:39:13,SALE,APPROVED,37120.0,JPY,236.26,CU-712471,JP,CARD,
5108277,NOVA-FX,SORVA-14,SORVA,2026-05-01 20:48:04,2026-05-01 20:48:22,SALE,APPROVED,469.69,USD,469.69,CU-256068,US,CARD,
5108278,NOVA-FX,KRTX-03,KRTX,2026-05-01 22:02:34,2026-05-01 22:04:10,SALE,APPROVED,2295.0,JPY,14.61,CU-232118,JP,CARD,
5108279,NOVA-FX,KRTX-03,KRTX,2026-05-01 00:51:36,2026-05-01 00:51:59,SALE,APPROVED,252417.0,JPY,1605.54,CU-251697,JP,CARD,
5108280,NOVA-FX,SORVA-14,SORVA,2026-05-01 05:20:21,2026-05-01 05:21:00,SALE,APPROVED,482.72,USD,,CU-690601,US,CARD,
5108281,NOVA-FX,KRTX-11,KRTX,2026-05-01 10:39:48,2026-05-01 10:39:57,SALE,APPROVED,18489.66,PHP,323.25,CU-793937,PH,BANK_TRANSFER,
5108282,NOVA-FX,KRTX-03,KRTX,2026-05-01 22:50:46,2026-05-01 22:52:14,SALE,APPROVED,443963.0,JPY,2829.19,CU-426365,JP,CARD,
5108283,NOVA-FX,SORVA-14,SORVA,2026-05-01 21:38:19,2026-05-01 21:38:33,SALE,DECLINED,556.49,USD,556.49,CU-824744,US,CARD,issuer_unavailable
5108284,NOVA-FX,sorva-14,SORVA,2026-05-01 21:39:37,2026-05-01 21:40:36,SALE,APPROVED,556.49,USD,556.49,CU-824744,US,CARD,
5108285,NOVA-FX,KRTX-03,KRTX,2026-05-01 09:01:53,2026-05-01 09:05:13,SALE,APPROVED,168032.0,JPY,1066.83,CU-506036,JP,CARD,
5108286,NOVA-FX,KRTX-03,KRTX,2026-05-01 04:17:56,2026-05-01 04:18:01,SALE,DECLINED,12754.49,PHP,223.07,CU-755708,PHL,CARD,do_not_honor
5108287,NOVA-FX,KRTX-03,KRTX,2026-05-01 23:54:50,,SALE,PENDING,41648.87,PHP,729.1,CU-993899,PH,CARD,
5108288,NOVA-FX,SORVA-14,SORVA,2026-05-01 02:30:26,2026-05-01 02:32:57,SALE,APPROVED,224.57,USD,224.57,CU-580113,US,CARD,
5108289,NOVA-FX,SORVA-22,SORVA,2026-05-01 22:05:52,2026-05-01 22:06:08,SALE,APPROVED,455.25,PHP,,CU-919233,PH,EWALLET,
5108290,NOVA-FX,SORVA-14,SORVA,2026-05-01 07:38:47,2026-05-01 07:44:04,SALE,approved,427.96,USD,427.96,CU-406770,US,CARD,
5108291,NOVA-FX,KRTX-03,KRTX,2026-05-01 12:49:13,2026-05-01 12:51:28,SALE,APPROVED,3679.3,PHP,64.45,CU-576713,PHL,CARD,
5108292,NOVA-FX,SORVA-14,SORVA,2026-05-01 22:11:58,2026-05-01 22:12:12,SALE,APPROVED,139213.0,JPY,886.43,CU-730176,US,CARD,
5108293,NOVA-FX,KRTX-03,KRTX,2026-05-01 06:09:10,2026-05-01 06:09:49,SALE,APPROVED,8411.95,PHP,146.99,CU-209962,US,CARD,
5108294,NOVA-FX,KRTX-03,KRTX,2026-05-01 19:56:28,2026-05-01 19:58:24,SALE,APPROVED,8757.0,JPY,55.72,CU-613732,JP,CARD,
5108295,NOVA-FX,SORVA-14,SORVA,2026-05-01 16:57:37,2026-05-01 16:58:03,SALE,DECLINED,266824.0,JPY,1697.93,CU-818627,JP,CARD,insufficient_funds
5108296,NOVA-FX,,,2026-05-01 21:32:20,2026-05-01 21:32:56,SALE,FILTERED,340255.0,JPY,2163.83,CU-488856,JP,CARD,blocked_pre_routing
5108297,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:06:05,2026-05-01 08:07:43,SALE,FILTERED,315790.0,JPY,2009.66,CU-966906,JP,CARD,risk_blocked
5108298,NOVA-FX,KRTX-03,KRTX,2026-05-01 09:11:07,2026-05-01 09:12:00,SALE,APPROVED,4761.09,PHP,82.99,CU-638722,PH,CARD,
5108299,NOVA-FX,SORVA-14,SORVA,2026-05-01 06:37:15,2026-05-01 06:37:49,SALE,APPROVED,160367.0,JPY,1019.28,CU-206550,JP,CARD,
5108300,NOVA-FX,,,2026-05-01 02:02:36,2026-05-01 02:04:52,SALE,FILTERED,32548.1,PHP,567.78,CU-879671,PH,EWALLET,blocked_pre_routing
5108301,NOVA-FX,KRTX-03,KRTX,2026-05-01 08:03:16,2026-05-01 08:04:28,SALE,DECLINED,13469.0,JPY,85.45,CU-884537,US,CARD,do_not_honor
5108302,NOVA-FX,KRTX-03,KRTX,2026-05-01 08:03:51,2026-05-01 08:04:30,SALE,APPROVED,13469.0,JPY,85.67,CU-884537,JP,CARD,
5108303,NOVA-FX,SORVA-22,SORVA,2026-05-01 21:20:43,2026-05-01 21:20:54,SALE,APPROVED,8703.61,PHP,152.09,CU-169844,PH,EWALLET,
5108304,NOVA-FX,KRTX-03,KRTX,2026-05-01 15:29:32,2026-05-01 15:30:45,SALE,approved,50657.0,JPY,,CU-445417,JP,CARD,
5108305,NOVA-FX,KRTX-11,KRTX,2026-05-01 10:02:44,2026-05-01 10:04:19,SALE,APPROVED,176.47,PHP,3.08,CU-979543,PH,BANK_TRANSFER,
5108306,NOVA-FX,,,2026-05-01 20:15:08,2026-05-01 20:17:47,SALE,FILTERED,16759.0,JPY,,CU-505469,JP,CARD,blocked_pre_routing
5108307,NOVA-FX,KRTX-03,KRTX,2026-05-01 07:05:48,2026-05-01 07:06:09,SALE,APPROVED,21923.0,JPY,139.3,CU-530156,JP,CARD,
5108308,NOVA-FX,KRTX-03,KRTX,2026-05-01 17:44:53,2026-05-01 17:47:05,SALE,APPROVED,3407.0,jpy,,CU-337921,US,CARD,
5108309,NOVA-FX,KRTX-03,KRTX,2026-05-01 05:02:24,2026-05-01 05:02:26,SALE,APPROVED,11328.51,PHP,198.13,CU-214046,PH,CARD,
5108310,NOVA-FX,SORVA-22,SORVA,2026-05-01 04:00:23,2026-05-01 04:03:07,SALE,approved,7413.73,PHP,129.88,CU-737903,PH,EWALLET,
5108311,NOVA-FX,KRTX-03,KRTX,2026-05-01 07:27:32,2026-05-01 07:28:07,SALE,APPROVED,135092.0,JPY,858.6,CU-982789,JP,CARD,
5108312,NOVA-FX,SORVA-14,SORVA,2026-05-01 23:16:12,2026-05-01 23:16:46,SALE,FILTERED,44.92,USD,44.92,CU-813157,US,CARD,risk_blocked
5108313,NOVA-FX,SORVA-22,SORVA,2026-05-01 03:48:22,2026-05-01 03:49:01,SALE,APPROVED,25674.2,PHP,449.51,CU-141658,PH,EWALLET,
5108314,NOVA-FX,KRTX-03,KRTX,2026-05-01 14:41:41,2026-05-01 14:42:30,SALE,APPROVED,89860.0,JPY,572.44,CU-561856,JP,CARD,
5108315,NOVA-FX,SORVA-22,SORVA,2026-05-01 02:18:41,2026-05-01 02:18:47,SALE,DECLINED,48919.92,PHP,857.68,CU-412838,PH,EWALLET,insufficient_funds
5108316,NOVA-FX,SORVA-22,SORVA,2026-05-01 02:19:48,2026-05-01 02:20:21,SALE,APPROVED,48919.92,PHP,854.98,CU-412838,PH,EWALLET,
5108317,NOVA-FX,SORVA-14,SORVA,2026-05-01 19:13:14,2026-05-01 19:14:08,SALE,APPROVED,75120.0,JPY,477.65,CU-473544,JP,CARD,
5108318,NOVA-FX,KRTX-03,KRTX,2026-05-01 14:48:00,2026-05-01 14:48:39,SALE,APPROVED,8230.58,PHP,143.63,CU-854543,PH,CARD,
5108319,NOVA-FX,SORVA-22,SORVA,2026-05-01 04:17:28,2026-05-01 04:19:19,SALE,DECLINED,47655.74,PHP,833.09,CU-248975,PH,EWALLET,insufficient_funds
5108320,NOVA-FX,SORVA-22,SORVA,2026-05-01 20:16:40,2026-05-01 20:19:38,SALE,APPROVED,1441.28,PHP,,CU-704479,PH,EWALLET,
5108321,NOVA-FX,,,2026-05-01 18:46:28,2026-05-01 18:46:46,SALE,FILTERED,176949.0,JPY,1125.62,CU-224615,JP,CARD,blocked_pre_routing
5108322,NOVA-FX,,,2026-05-01 09:40:09,2026-05-01 09:40:37,SALE,FILTERED,1142.34,PHP,20.01,CU-945149,PH,BANK_TRANSFER,blocked_pre_routing
5108323,NOVA-FX,KRTX-11,KRTX,2026-05-01 13:07:33,2026-05-01 13:07:52,SALE,APPROVED,79073.21,PHP,1381.1,CU-953717,PH,BANK_TRANSFER,
5108324,NOVA-FX,SORVA-22,SORVA,2026-05-01 03:07:26,2026-05-01 03:07:51,SALE,APPROVED,5547.66,PHP,96.84,CU-809218,PH,EWALLET,
5108325,NOVA-FX,SORVA-14,SORVA,2026-05-01 00:15:42,2026-05-01 00:15:57,SALE,APPROVED,303.49,USD,303.49,CU-179417,US,CARD,
5108326,NOVA-FX,KRTX-03,KRTX,2026-05-01 10:59:34,2026-05-01 10:59:54,SALE,APPROVED,74225.0,JPY,472.34,CU-931518,JP,CARD,
5108327,NOVA-FX,KRTX-03,KRTX,2026-05-01 06:48:27,2026-05-01 06:49:28,SALE,APPROVED,7043.01,PHP,122.91,CU-306017,PH,CARD,
5108328,NOVA-FX,KRTX-03,KRTX,2026-05-01 01:49:15,2026-05-01 01:49:25,SALE,APPROVED,285745.0,JPY,1818.0,CU-790109,JP,CARD,
5108329,NOVA-FX,KRTX-11,KRTX,2026-05-01 18:10:28,2026-05-01 18:11:27,SALE,APPROVED,2314.85,PHP,,CU-171171,PH,BANK_TRANSFER,
5108330,NOVA-FX,KRTX-11,KRTX,2026-05-01 18:18:24,2026-05-01 18:18:41,SALE,DECLINED,4646.56,PHP,,CU-968774,PHL,BANK_TRANSFER,timeout
5108331,NOVA-FX,SORVA-14,SORVA,2026-05-01 22:01:09,2026-05-01 22:04:04,SALE,APPROVED,229.81,USD,229.81,CU-506902,US,CARD,
5108332,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:43:39,2026-05-01 08:45:08,SALE,APPROVED,564.19,USD,564.19,CU-570644,US,CARD,
5108333,NOVA-FX,KRTX-11,KRTX,2026-05-01 13:27:16,2026-05-01 13:27:32,SALE,APPROVED,5681.0,PHP,99.18,CU-303407,PH,BANK_TRANSFER,
5108334,NOVA-FX,,,2026-05-01 06:30:41,2026-05-01 06:32:11,SALE,FILTERED,5150.7,PHP,90.07,CU-698318,PH,CARD,blocked_pre_routing
5108335,NOVA-FX,KRTX-03,KRTX,2026-05-01 04:27:27,2026-05-01 04:30:27,SALE,APPROVED,673.98,PHP,11.77,CU-138247,PH,CARD,
5108336,NOVA-FX,SORVA-14,SORVA,2026-05-01 22:53:52,2026-05-01 22:56:08,SALE,APPROVED,75017.0,JPY,476.39,CU-146533,JP,CARD,
5108337,NOVA-FX,KRTX-11,KRTX,2026-05-01 08:20:37,2026-05-01 08:20:51,SALE,APPROVED,122400.93,PHP,2136.47,CU-496649,PH,BANK_TRANSFER,
5108338,NOVA-FX,KRTX-03,KRTX,2026-05-01 16:14:09,2026-05-01 16:14:31,SALE,APPROVED,48479.26,PHP,847.27,CU-242355,PH,CARD,
5108339,NOVA-FX,,,2026-05-01 12:44:15,2026-05-01 12:44:26,SALE,FILTERED,42434.31,PHP,739.91,CU-905873,PH,BANK_TRANSFER,blocked_pre_routing
5108340,NOVA-FX,SORVA-22,SORVA,2026-05-01 10:59:37,2026-05-01 11:00:20,SALE,APPROVED,22298.38,PHP,390.57,CU-295651,PH,EWALLET,
5108341,NOVA-FX,KRTX-03,KRTX,2026-05-01 17:38:00,2026-05-01 17:38:42,SALE,APPROVED,556907.0,JPY,3540.95,CU-628170,JP,CARD,
5108342,NOVA-FX,,,2026-05-01 22:53:53,2026-05-01 22:54:26,SALE,FILTERED,162.54,USD,162.54,CU-571152,US,CARD,blocked_pre_routing
5108343,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:36:15,2026-05-01 08:36:26,SALE,APPROVED,29.63,USD,29.63,CU-840520,US,CARD,
5108344,NOVA-FX,KRTX-03,KRTX,2026-05-01 00:11:11,2026-05-01 00:11:21,SALE,APPROVED,42266.0,PHP,,CU-922564,PHL,CARD,
5108345,NOVA-FX,SORVA-14,SORVA,2026-05-01 03:08:21,2026-05-01 03:08:55,SALE,APPROVED,15.59,USD,15.59,CU-881486,US,CARD,
5108346,NOVA-FX,sorva-14,SORVA,2026-05-01 05:41:50,2026-05-01 05:41:56,SALE,APPROVED,96.13,USD,96.13,CU-534500,US,CARD,
5108347,NOVA-FX,SORVA-14,SORVA,2026-05-01 15:37:57,2026-05-01 15:38:05,SALE,DECLINED,8738.0,JPY,55.61,CU-169601,JP,CARD,issuer_unavailable
5108348,NOVA-FX,sorva-14,SORVA,2026-05-01 15:38:48,2026-05-01 15:39:19,SALE,APPROVED,8738.0,JPY,,CU-169601,JP,CARD,
5108349,NOVA-FX,KRTX-03,KRTX,2026-05-01 22:12:12,2026-05-01 22:12:38,SALE,APPROVED,14179.0,JPY,90.02,CU-616972,JP,CARD,
5108350,NOVA-FX,,,2026-05-01 01:08:38,2026-05-01 01:08:51,SALE,FILTERED,91861.0,JPY,583.99,CU-646348,JP,CARD,blocked_pre_routing
5108351,NOVA-FX,,,2026-05-01 18:56:41,2026-05-01 18:58:02,SALE,FILTERED,15237.0,JPY,96.85,CU-452678,JP,CARD,blocked_pre_routing
5108352,NOVA-FX,KRTX-03,KRTX,2026-05-01 19:03:57,2026-05-01 19:05:23,SALE,APPROVED,6508.94,PHP,113.69,CU-451500,PH,CARD,
5108353,NOVA-FX,SORVA-14,SORVA,2026-05-01 03:48:46,2026-05-01 03:49:23,SALE,APPROVED,216.78,USD,216.78,CU-947931,US,CARD,
5108354,NOVA-FX,KRTX-11,KRTX,2026-05-01 22:23:29,2026-05-01 22:24:15,SALE,FILTERED,76067.66,PHP,1326.41,CU-776736,PH,BANK_TRANSFER,risk_blocked
5108355,NOVA-FX,KRTX-03,KRTX,2026-05-01 14:20:54,2026-05-01 14:21:43,SALE,APPROVED,112135.0,JPY,713.06,CU-568195,JP,CARD,
5108356,NOVA-FX,SORVA-14,SORVA,2026-05-01 02:41:31,2026-05-01 02:43:45,SALE,filtered,73707.0,JPY,469.11,CU-487685,JP,CARD,risk_blocked
5108357,NOVA-FX,SORVA-14,SORVA,2026-05-01 09:34:51,2026-05-01 09:35:31,SALE,DECLINED,1008.33,USD,,CU-472830,US,CARD,insufficient_funds
5108358,NOVA-FX,KRTX-03,KRTX,2026-05-01 08:48:10,2026-05-01 08:48:35,SALE,APPROVED,67414.0,JPY,428.73,CU-607113,JP,CARD,
5108359,NOVA-FX,SORVA-14,SORVA,2026-05-01 09:34:28,2026-05-01 09:34:45,SALE,APPROVED,664.1,USD,664.1,CU-737014,US,CARD,
5108360,NOVA-FX,KRTX-03,KRTX,2026-05-01 17:17:12,2026-05-01 17:18:06,SALE,APPROVED,34119.0,JPY,216.98,CU-102529,JP,CARD,
5108361,NOVA-FX,,,2026-05-01 05:51:37,2026-05-01 05:51:49,SALE,FILTERED,987.14,PHP,,CU-630638,PH,BANK_TRANSFER,blocked_pre_routing
5108362,NOVA-FX,KRTX-11,KRTX,2026-05-01 21:34:01,2026-05-01 21:34:35,SALE,APPROVED,43278.71,PHP,755.97,CU-862074,PH,BANK_TRANSFER,
5108363,NOVA-FX,,,2026-05-01 10:12:27,2026-05-01 10:12:41,SALE,FILTERED,21732.37,PHP,380.35,CU-324237,PH,CARD,blocked_pre_routing
5108364,NOVA-FX,SORVA-14,SORVA,2026-05-01 20:56:22,2026-05-01 20:56:37,SALE,APPROVED,702.24,USD,702.24,CU-400631,US,CARD,
5108365,NOVA-FX,,,2026-05-01 18:14:01,2026-05-01 18:14:18,SALE,FILTERED,175.02,PHP,3.06,CU-957810,PH,EWALLET,blocked_pre_routing
5108366,NOVA-FX,SORVA-14,SORVA,2026-05-01 12:38:01,2026-05-01 12:38:45,SALE,APPROVED,74.7,USD,,CU-625926,US,CARD,
5108367,NOVA-FX,,,2026-05-01 10:14:48,2026-05-01 10:17:20,SALE,FILTERED,11.23,USD,11.23,CU-364463,US,CARD,blocked_pre_routing
5108368,NOVA-FX,KRTX-03,KRTX,2026-05-01 02:37:54,2026-05-01 02:38:05,SALE,APPROVED,9291.03,PHP,162.63,CU-989934,PH,CARD,
5108369,NOVA-FX,SORVA-22,SORVA,2026-05-01 01:16:41,2026-05-01 01:17:32,SALE,APPROVED,3195.65,PHP,55.88,CU-650452,PH,EWALLET,
5108370,NOVA-FX,sorva-14,SORVA,2026-05-01 01:52:56,2026-05-01 01:53:44,SALE,APPROVED,33.68,USD,33.68,CU-362754,US,CARD,
5108371,NOVA-FX,KRTX-03,KRTX,2026-05-01 11:44:00,2026-05-01 11:44:51,SALE,APPROVED,12802.0,JPY,81.5,CU-419218,JP,CARD,
5108372,NOVA-FX,KRTX-11,KRTX,2026-05-01 18:04:47,2026-05-01 18:06:01,SALE,approved,2239.62,PHP,39.21,CU-471321,PH,BANK_TRANSFER,
5108373,NOVA-FX,KRTX-11,KRTX,2026-05-01 10:52:10,2026-05-01 10:53:13,SALE,DECLINED,1664.73,PHP,29.06,CU-946656,US,BANK_TRANSFER,timeout
5108374,NOVA-FX,sorva-14,SORVA,2026-05-01 14:04:07,2026-05-01 14:04:23,SALE,DECLINED,2254.31,USD,,CU-639474,US,CARD,do_not_honor
5108375,NOVA-FX,KRTX-03,KRTX,2026-05-01 12:19:27,2026-05-01 12:20:37,SALE,APPROVED,10757.47,PHP,188.24,CU-480416,Philippines,CARD,
5108376,NOVA-FX,KRTX-11,KRTX,2026-05-01 22:55:08,2026-05-01 22:55:23,SALE,DECLINED,12441.38,PHP,217.36,CU-874899,,BANK_TRANSFER,account_invalid
5108377,NOVA-FX,KRTX-11,KRTX,2026-05-01 19:01:36,2026-05-01 19:01:57,SALE,APPROVED,506962.95,PHP,8860.6,CU-919697,PH,BANK_TRANSFER,
5108378,NOVA-FX,KRTX-11,KRTX,2026-05-01 12:27:21,2026-05-01 12:28:21,SALE,APPROVED,48764.06,PHP,853.02,CU-936336,PH,BANK_TRANSFER,
5108379,NOVA-FX,KRTX-03,KRTX,2026-05-01 04:46:35,2026-05-01 04:51:36,SALE,APPROVED,3742.08,PHP,65.48,CU-744106,US,CARD,
5108380,NOVA-FX,KRTX-03,KRTX,2026-05-01 04:01:21,2026-05-01 04:01:29,SALE,APPROVED,11919.64,PHP,208.57,CU-269225,PH,CARD,
5108381,NOVA-FX,KRTX-03,KRTX,2026-05-01 01:41:20,2026-05-01 01:41:33,SALE,APPROVED,6783.0,JPY,43.11,CU-287499,JP,CARD,
5108382,NOVA-FX,KRTX-11,KRTX,2026-05-01 02:54:12,2026-05-01 02:55:45,SALE,APPROVED,3173.53,PHP,55.42,CU-654119,PH,BANK_TRANSFER,
5108383,NOVA-FX,KRTX-03,KRTX,2026-05-01 11:17:25,2026-05-01 11:18:33,SALE,APPROVED,217.58,PHP,3.8,CU-327599,PH,CARD,
5108384,NOVA-FX,KRTX-03,KRTX,2026-05-01 16:26:27,2026-05-01 16:28:29,SALE,FILTERED,16492.94,PHP,288.2,CU-351965,PH,CARD,risk_blocked
5108385,NOVA-FX,KRTX-11,KRTX,2026-05-01 05:34:24,2026-05-01 05:34:58,SALE,FILTERED,16002.13,PHP,280.04,CU-927856,PH,BANK_TRANSFER,risk_blocked
5108386,NOVA-FX,SORVA-14,SORVA,2026-05-01 17:17:07,2026-05-01 17:20:38,SALE,APPROVED,26.91,USD,26.91,CU-255090,US,CARD,
5108387,NOVA-FX,SORVA-22,SORVA,2026-05-01 13:28:37,2026-05-01 13:28:55,SALE,APPROVED,3477.9,PHP,60.87,CU-445140,,EWALLET,
5108388,NOVA-FX,KRTX-03,KRTX,2026-05-01 07:10:41,2026-05-01 07:10:48,SALE,APPROVED,36480.43,PHP,637.97,CU-452445,US,CARD,
5108389,NOVA-FX,SORVA-14,SORVA,2026-05-01 20:16:51,2026-05-01 20:18:08,SALE,DECLINED,435.23,USD,435.23,CU-268535,US,CARD,insufficient_funds
5108390,NOVA-FX,SORVA-14,SORVA,2026-05-01 20:18:17,2026-05-01 20:19:02,SALE,DECLINED,435.23,USD,435.23,CU-268535,US,CARD,do_not_honor
5108391,NOVA-FX,SORVA-14,SORVA,2026-05-01 23:07:54,2026-05-01 23:09:54,SALE,APPROVED,84046.0,JPY,535.77,CU-960105,JP,CARD,
5108392,NOVA-FX,KRTX-03,KRTX,2026-05-01 17:58:39,2026-05-01 18:00:28,SALE,APPROVED,8076.83,PHP,141.47,CU-527661,PH,CARD,
5108393,NOVA-FX,KRTX-03,KRTX,2026-05-01 11:41:51,2026-05-01 11:42:05,SALE,APPROVED,15422.0,JPY,98.24,CU-888391,JP,CARD,
5108394,NOVA-FX,KRTX-03,KRTX,2026-05-01 08:46:02,2026-05-01 08:46:22,SALE,approved,2407.46,PHP,42.06,CU-434086,PH,CARD,
5108395,NOVA-FX,KRTX-03,KRTX,2026-05-01 13:16:18,2026-05-01 13:17:27,SALE,approved,4899.0,JPY,31.15,CU-871917,JP,CARD,
5108396,NOVA-FX,KRTX-11,KRTX,2026-05-01 11:03:39,2026-05-01 11:06:32,SALE,APPROVED,3365.65,PHP,58.83,CU-976831,US,BANK_TRANSFER,
5108397,NOVA-FX,KRTX-03,KRTX,2026-05-01 08:15:32,2026-05-01 08:15:51,SALE,FILTERED,477.32,PHP,8.35,CU-828708,PH,CARD,risk_blocked
5108398,NOVA-FX,SORVA-14,SORVA,2026-05-01 16:11:55,2026-05-01 16:12:17,SALE,APPROVED,4.26,USD,4.26,CU-557422,US,CARD,
5108399,NOVA-FX,SORVA-14,SORVA,2026-05-01 16:48:15,2026-05-01 16:48:38,SALE,APPROVED,857.82,USD,,CU-702443,US,CARD,
5108400,NOVA-FX,KRTX-11,KRTX,2026-05-01 14:56:45,2026-05-01 15:06:46,SALE,APPROVED,8009.73,PHP,139.9,CU-883206,PHL,BANK_TRANSFER,
5108401,NOVA-FX,SORVA-22,SORVA,2026-05-01 02:40:55,2026-05-01 02:41:27,SALE,APPROVED,982.9,PHP,17.21,CU-274565,PH,EWALLET,
5108402,NOVA-FX,SORVA-22,SORVA,2026-05-01 00:54:28,2026-05-01 00:56:14,SALE,DECLINED,4016.71,PHP,70.37,CU-906473,PH,EWALLET,limit_exceeded
5108403,NOVA-FX,KRTX-03,KRTX,2026-05-01 02:06:34,2026-05-01 02:06:51,SALE,APPROVED,1272.17,PHP,22.28,CU-390975,PH,CARD,
5108404,NOVA-FX,KRTX-11,KRTX,2026-05-01 06:00:23,2026-05-01 06:01:30,SALE,APPROVED,14121.59,PHP,247.41,CU-224579,PH,BANK_TRANSFER,
5108405,NOVA-FX,SORVA-14,SORVA,2026-05-01 05:35:18,2026-05-01 05:35:57,SALE,APPROVED,154.57,USD,154.57,CU-747468,US,CARD,
5108406,NOVA-FX,KRTX-11,KRTX,2026-05-01 16:19:06,2026-05-01 16:19:36,SALE,DECLINED,10229.83,PHP,179.16,CU-559642,US,BANK_TRANSFER,account_invalid
5108407,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:11:03,2026-05-01 08:11:24,SALE,APPROVED,37013.0,JPY,234.86,CU-825841,JP,CARD,
5108408,NOVA-FX,KRTX-11,KRTX,2026-05-01 10:45:35,2026-05-01 10:46:39,SALE,APPROVED,3487.98,PHP,,CU-669605,PH,BANK_TRANSFER,
5108409,NOVA-FX,KRTX-03,KRTX,2026-05-01 02:13:39,2026-05-01 02:17:47,SALE,approved,166368.0,JPY,1058.97,CU-309846,JP,CARD,
5108410,NOVA-FX,KRTX-11,KRTX,2026-05-01 17:28:32,2026-05-01 17:29:17,SALE,APPROVED,44571.52,PHP,,CU-524333,Philippines,BANK_TRANSFER,
5108411,NOVA-FX,SORVA-22,SORVA,2026-05-01 01:15:33,2026-05-01 01:16:03,SALE,APPROVED,20143.18,PHP,351.96,CU-577537,Philippines,EWALLET,
5108412,NOVA-FX,KRTX-03,KRTX,2026-05-01 18:07:15,2026-05-01 18:07:29,SALE,APPROVED,34591.63,PHP,604.56,CU-328962,PH,CARD,
5108413,NOVA-FX,KRTX-03,KRTX,2026-05-01 00:23:54,2026-05-01 00:25:07,SALE,APPROVED,92088.24,PHP,1609.09,CU-189061,PH,CARD,
5108414,NOVA-FX,KRTX-03,KRTX,2026-05-01 19:51:31,2026-05-01 19:52:44,SALE,APPROVED,1648.59,PHP,28.82,CU-321337,PH,CARD,
5108415,NOVA-FX,KRTX-11,KRTX,2026-05-01 00:06:57,2026-05-01 00:07:32,SALE,DECLINED,896.93,PHP,15.69,CU-468094,US,BANK_TRANSFER,insufficient_funds
5108416,NOVA-FX,KRTX-11,KRTX,2026-05-01 00:08:18,2026-05-01 00:08:49,SALE,FILTERED,896.93,PHP,15.7,CU-468094,PH,BANK_TRANSFER,risk_blocked
5108417,NOVA-FX,KRTX-03,KRTX,2026-05-01 11:03:40,2026-05-01 11:04:11,SALE,APPROVED,78403.0,JPY,499.24,CU-262688,JP,CARD,
5108418,NOVA-FX,SORVA-22,SORVA,2026-05-01 07:42:34,2026-05-01 07:43:28,SALE,APPROVED,7535.15,PHP,131.86,CU-430886,PH,EWALLET,
5108419,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:14:22,2026-05-01 08:15:00,SALE,APPROVED,148.68,USD,148.68,CU-766999,US,CARD,
5108420,NOVA-FX,KRTX-03,KRTX,2026-05-01 12:31:57,2026-05-01 12:32:07,SALE,APPROVED,9360.41,PHP,163.38,CU-528691,PH,CARD,
5108421,NOVA-FX,SORVA-14,SORVA,2026-05-01 19:32:03,2026-05-01 19:33:14,SALE,APPROVED,1246.36,USD,1246.36,CU-479278,US,CARD,
5108422,NOVA-FX,SORVA-14,SORVA,2026-05-01 08:06:30,2026-05-01 08:10:34,SALE,APPROVED,231449.0,JPY,1472.56,CU-791409,JP,CARD,
5108423,NOVA-FX,,,2026-05-01 05:32:36,2026-05-01 05:33:13,SALE,FILTERED,22506.27,PHP,393.34,CU-482271,PH,CARD,blocked_pre_routing
5108424,NOVA-FX,KRTX-03,KRTX,2026-05-01 13:29:26,2026-05-01 13:30:13,SALE,APPROVED,258809.0,JPY,1649.24,CU-862586,JP,CARD,
5108425,NOVA-FX,KRTX-11,KRTX,2026-05-01 14:49:28,2026-05-01 14:49:49,SALE,DECLINED,16689.0,PHP,290.99,CU-892652,PH,BANK_TRANSFER,limit_exceeded
5108426,NOVA-FX,SORVA-14,SORVA,2026-05-01 12:48:58,2026-05-01 12:49:58,SALE,APPROVED,461.46,USD ,461.46,CU-874694,US,CARD,
